first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,can_select,chance_of_playing_next_round,points_per_game,penalties_saved,form,expected_goal_involvements,Predicted Points
Michael,Kayode,0,0,4,30,1,24.9,10.4,6,0,270.0,4.2,0,0,0,0.0,45,DEF,1,50.0,1.0,0,0.3,0.07,9.364901
Julian,Eyestone,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,GK,1,,0.0,0,0.0,0.0,0.7578843
Iwan,Morgan,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,FWD,1,,0.0,0,0.0,0.0,0.7578843
Benjamin,Fredrick,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Simon,Adingra,2,1,39,613,13,127.1,144.0,174,0,207.0,44.4,1,0,0,0.3,51,MID,1,100.0,1.9,0,0.8,3.07,29.516438
Benicio,Baker-Boaitey,0,0,0,0,0,0.0,0.0,0,0,202.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Carlos,Baleba,2,1,61,1948,25,276.6,346.2,165,4,65.0,78.8,7,1,6,0.2,50,MID,1,100.0,2.4,0,2.0,3.96,51.81636
Valentín,Barco,0,0,0,0,0,0.0,0.0,0,0,21.0,0.0,0,0,0,2.1,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Amario,Cozier-Duberry,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Mahmoud,Dahoud,0,0,0,0,0,0.0,0.0,0,0,132.0,0.0,0,0,0,0.0,49,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Lewis,Dunk,0,1,38,1560,30,100.8,332.2,79,0,0.0,51.2,4,0,4,2.4,42,DEF,1,50.0,2.0,0,0.0,1.33,22.70462
Pervis,Estupiñán,1,1,51,1689,28,432.1,365.2,105,6,103.0,90.4,2,0,3,0.9,49,DEF,1,100.0,2.3,0,3.0,2.28,39.94983
Billy,Gilmour,0,0,3,97,1,11.9,11.4,2,0,318.0,2.5,0,0,0,0.0,50,MID,0,0.0,1.5,0,0.0,0.12,8.7452345
Pascal,Groß,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,65,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Jack,Hinshelwood,2,1,50,1252,19,150.6,207.6,112,5,67.0,47.3,5,0,3,0.1,49,MID,1,100.0,2.9,0,4.5,2.59,62.85761
Ibrahim,Osman,0,0,0,0,0,0.0,0.0,0,0,6.0,0.0,0,0,0,0.0,50,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Igor Julio,dos Santos de Paulo,0,0,17,900,16,40.5,182.2,4,0,0.0,22.7,1,0,4,0.1,43,DEF,1,0.0,1.4,0,0.0,0.28,5.4901547
João Pedro,Junqueira de Jesus,8,6,111,1698,21,360.7,475.2,560,23,24.0,139.0,6,0,4,15.0,56,FWD,1,100.0,4.8,0,7.5,9.72,113.098305
Kacper,Kozłowski,0,0,0,0,0,0.0,0.0,0,0,173.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Tariq,Lamptey,2,2,40,762,20,95.1,192.0,48,1,362.0,33.6,2,0,0,0.3,44,DEF,1,100.0,3.1,0,2.0,0.91,60.52742
Solly,March,0,0,3,37,0,5.5,9.6,6,0,17.0,2.1,0,0,1,0.0,65,MID,1,100.0,0.8,0,0.5,0.09,8.38975
Adrian,Mazilu,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
James,Milner,0,0,5,169,1,66.3,28.6,12,0,0.0,10.7,1,0,1,0.0,50,MID,1,0.0,1.7,0,0.0,0.31,15.189999
Yankuba,Minteh,5,4,76,1257,22,326.1,414.6,448,6,0.0,119.1,3,0,6,1.8,50,MID,1,100.0,3.2,0,3.0,6.92,65.73182
Mitoma,Kaoru,7,4,118,2312,33,506.2,520.0,703,12,3.0,173.1,6,0,1,9.8,65,MID,1,100.0,4.1,0,3.2,10.94,116.50015
Jakub,Moder,0,0,4,9,0,36.0,15.8,2,0,46.0,5.4,0,0,0,0.4,44,MID,0,0.0,1.0,0,0.0,0.53,1.4202721
Mark,O’Mahony,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.2,45,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Odeluga,Offiah,0,0,0,0,0,0.0,0.0,0,0,272.0,0.0,0,0,0,0.1,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Cameron,Peupion,0,0,0,0,0,0.0,0.0,0,0,241.0,0.0,0,0,0,0.1,44,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Jeremy,Sarmiento Morante,0,0,1,8,0,0.8,0.2,0,0,245.0,0.1,0,0,0,0.0,49,MID,0,0.0,1.0,0,0.0,0.0,1.4202721
Jason,Steele,0,0,9,180,1,0.0,40.4,0,1,42.0,4.1,1,0,0,0.7,41,GK,1,0.0,4.5,0,0.0,0.0,48.547157
Deniz,Undav,0,0,0,0,0,0.0,0.0,0,0,265.0,0.0,0,0,0,0.0,55,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Jan Paul,van Hecke,1,1,77,2330,34,211.1,606.0,149,6,104.0,96.7,6,0,5,1.2,45,DEF,1,100.0,2.9,0,4.5,2.34,62.85761
Joël,Veltman,0,0,58,1642,23,143.8,269.2,59,7,51.0,47.4,6,0,4,1.3,43,DEF,1,50.0,3.1,0,0.0,1.76,38.116344
Bart,Verbruggen,0,1,82,2430,41,10.0,622.6,0,5,187.0,63.3,6,0,5,2.9,45,GK,1,100.0,3.0,0,2.8,0.01,64.274
Adam,Webster,0,0,26,615,8,41.2,155.8,31,0,0.0,22.7,3,0,0,0.1,43,DEF,1,100.0,2.4,0,2.8,0.23,56.558212
Danny,Welbeck,7,4,92,1482,23,228.4,378.0,452,15,0.0,105.9,6,0,2,5.9,55,FWD,1,100.0,4.2,0,2.2,7.77,95.95344
Mats,Wieffer,1,2,30,483,12,104.9,159.6,57,3,208.0,31.7,1,0,4,0.1,47,MID,1,100.0,1.8,0,0.5,0.72,23.801447
Brajan,Gruda,0,1,19,380,9,144.5,82.4,96,0,59.0,32.2,1,0,0,0.0,54,MID,1,100.0,1.5,0,1.2,0.8,24.543968
Yasin,Ayari,0,1,47,1437,16,399.3,236.6,171,0,103.0,80.6,6,0,3,0.0,50,MID,1,100.0,1.9,0,2.5,3.59,43.11366
Andrew,Moran,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,50,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Carl,Rushworth,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,39,GK,1,100.0,0.0,0,0.0,0.0,0.7578843
Georginio,Rutter,5,6,95,1651,29,281.8,355.4,404,1,0.0,103.0,6,0,2,0.6,51,MID,1,100.0,3.4,0,5.0,6.24,100.26735
Ferdi,Kadioglu,1,0,19,385,8,83.7,116.4,40,0,0.0,24.0,2,0,1,0.1,44,DEF,1,0.0,3.2,0,0.0,0.75,48.82254
Matt,O'Riley,1,1,25,468,11,156.7,107.6,113,2,3.0,37.7,2,0,1,0.0,55,MID,1,50.0,2.1,0,0.0,2.39,25.540716
Imari,Samuels,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Killian,Cahill,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,1.1,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Ruairi,McConville,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Jacob,Slater,0,0,0,0,0,0.0,0.0,0,0,22.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Diego,Gómez,0,0,9,251,7,59.1,50.6,11,0,0.0,12.1,0,0,0,0.0,55,MID,1,100.0,1.3,0,1.5,1.04,35.487087
Fabian,Hürzeler,0,0,54,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,2.7,11,AM,1,,0.0,0,8.2,0.0,40.785572
Joe,Knight,0,0,0,0,0,0.0,0.0,0,0,383.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Eiran,Cashin,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,DEF,1,,0.0,0,0.0,0.0,0.7578843
Andrey,Nascimento dos Santos,0,0,0,0,0,0.0,0.0,0,0,252.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Ângelo Gabriel,Borges Damaceno,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Benoît,Badiashile,0,0,7,332,5,12.6,66.0,0,0,0.0,7.9,0,0,0,0.1,42,DEF,1,100.0,1.4,0,0.5,0.08,14.09288
Lucas,Bergström,0,0,0,0,0,0.0,0.0,0,0,225.0,0.0,0,0,0,0.3,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0,0,239.0,0.0,0,0,0,0.4,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Moisés,Caicedo Corozo,1,3,73,2541,36,445.9,488.4,74,3,0.0,100.8,7,0,9,1.0,49,MID,1,,2.5,0,2.2,3.01,54.18681
Cesare,Casadei,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,44,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Trevoh,Chalobah,3,1,67,1355,20,89.5,374.8,164,8,40.0,63.1,3,0,1,0.7,44,DEF,1,100.0,3.7,0,0.5,1.98,75.222015
Carney,Chukwuemeka,0,0,0,0,0,0.0,0.0,0,0,84.0,0.0,0,0,0,0.0,47,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Levi,Colwill,1,1,72,2430,35,179.8,534.0,101,3,385.0,81.7,6,0,7,3.5,44,DEF,1,100.0,2.7,0,5.5,1.93,63.443073
Marc,Cucurella Saseta,4,2,93,2255,32,272.8,479.6,248,9,0.0,100.2,5,1,6,9.4,52,DEF,1,100.0,3.4,0,8.2,4.11,104.373985
David Datro,Fofana,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,54,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Deivid Washington,de Souza Eugênio,0,0,0,0,0,0.0,0.0,0,0,152.0,0.0,0,0,0,0.1,49,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Kiernan,Dewsbury-Hall,0,1,14,193,3,36.0,40.2,19,1,72.0,9.5,0,0,0,0.1,55,MID,1,100.0,1.6,0,0.5,0.42,20.445303
Enzo,Fernández,4,6,93,2136,31,861.0,554.6,373,6,0.0,179.2,5,0,6,4.1,47,MID,1,100.0,3.4,0,4.5,9.46,94.20109
Conor,Gallagher,0,0,0,0,0,0.0,0.0,0,0,81.0,0.0,0,0,0,0.1,59,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Alfie,Gilchrist,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Malo,Gusto,0,1,41,1545,24,271.5,263.2,123,0,0.0,65.9,2,0,3,1.4,49,DEF,1,100.0,1.7,0,2.0,2.77,37.601067
Reece,James,1,1,24,678,12,134.4,136.8,17,1,324.0,28.9,0,0,1,0.9,48,DEF,1,100.0,2.2,0,0.8,0.79,41.457664
Omari,Kellyman,0,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0,0,0,0.1,43,MID,1,0.0,0.0,0,0.0,0.0,0.7578843
Roméo,Lavia,0,1,16,538,10,100.5,91.2,5,0,26.0,19.8,1,0,4,0.4,45,MID,1,100.0,1.5,0,0.2,0.49,14.758089
Romelu,Lukaku Bolingoli,0,0,0,0,0,0.0,0.0,0,0,400.0,0.0,0,0,0,0.2,63,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Malang,Sarr,0,0,0,0,0,0.0,0.0,0,0,115.0,0.0,0,0,0,0.0,45,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Noni,Madueke,7,4,100,1449,23,353.7,416.8,801,12,717.0,157.2,3,0,3,3.1,60,MID,1,50.0,4.3,0,0.0,9.81,76.605385
Marc,Guiu Paz,0,0,3,71,2,11.8,4.4,6,0,0.0,2.2,0,0,0,0.5,47,FWD,1,50.0,1.0,0,0.0,0.02,1.4202721
Mykhailo,Mudryk,0,0,7,145,2,31.5,23.2,31,0,22.0,8.5,0,0,0,0.2,61,MID,1,0.0,1.0,0,0.0,0.9,1.4202721
Nicolas,Jackson,9,6,108,1735,19,318.7,501.8,854,15,275.0,167.8,8,0,5,6.2,77,FWD,1,50.0,4.7,0,0.0,12.36,84.209694
Christopher,Nkunku,3,2,58,856,16,189.9,229.2,328,5,128.0,74.6,2,0,2,2.7,57,MID,1,,2.3,0,4.5,5.93,52.89535
Cole,Palmer,14,8,181,2442,35,1006.0,881.0,844,31,133.0,273.4,6,0,4,51.0,108,MID,1,75.0,6.5,0,1.5,22.31,175.02109
Đorđe,Petrović,0,0,0,0,0,0.0,0.0,0,0,247.0,0.0,0,0,0,0.2,44,GK,0,0.0,0.0,0,0.0,0.0,0.7578843
Renato,Palma Veiga,0,0,7,176,2,9.2,30.4,19,0,174.0,5.9,1,0,2,0.1,44,MID,0,0.0,1.0,0,0.0,0.31,1.4202721
Robert,Sánchez,0,0,86,2070,28,10.0,605.0,0,9,0.0,61.4,5,0,5,6.7,45,GK,1,,3.7,1,3.0,0.01,83.52857
Tosin,Adarabioyo,1,1,50,1086,12,43.6,280.2,84,4,13.0,41.1,4,0,2,0.5,42,DEF,1,,3.1,0,4.5,1.02,67.971146
Wesley,Fofana,0,0,26,1172,13,85.0,200.2,33,2,90.0,31.9,2,0,7,0.3,43,DEF,1,100.0,1.9,0,1.8,0.62,33.87042
Jadon,Sancho,2,5,68,1424,22,406.7,262.8,299,3,0.0,96.7,4,0,1,1.0,62,MID,1,100.0,3.0,0,2.2,4.35,60.1092
Pedro,Lomba Neto,3,4,69,1524,19,480.0,323.6,360,5,-1.0,116.4,4,0,7,2.2,63,MID,1,100.0,2.7,0,5.0,5.07,66.42299
Caleb,Wiley,0,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Filip,Jørgensen,0,0,18,540,9,0.0,157.6,0,0,0.0,15.9,1,0,0,0.9,42,GK,1,100.0,3.0,0,2.0,0.0,59.53211
João,Félix Sequeira,1,2,24,362,4,95.4,88.0,141,0,93.0,32.3,1,0,2,0.4,59,MID,0,0.0,2.0,0,0.0,2.75,22.70462
Samuel,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Tyrique,George,0,1,7,84,0,60.9,32.0,23,0,71.0,11.5,0,0,1,0.0,45,MID,1,,1.4,0,1.5,0.39,34.306023
Josh,Acheampong,0,0,4,168,3,2.5,13.6,13,0,112.0,2.9,0,0,1,0.1,40,DEF,1,,1.0,0,0.2,0.23,7.4331255
Enzo,Maresca,0,0,31,0,0,0.0,0.0,0,0,3.0,0.0,0,0,0,1.7,15,AM,1,,0.0,0,5.5,0.0,33.698994
Mathis,Amougou,0,0,1,7,0,0.9,1.0,0,0,39.0,0.2,0,0,0,0.0,45,MID,1,,1.0,0,0.2,0.0,7.4331255
Aaron,Anselmino,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Shumaira,Mheuka,0,0,1,1,0,0.0,3.0,17,0,331.0,2.0,0,0,0,0.0,45,FWD,1,,1.0,0,0.2,0.06,7.4331255
Ishé,Samuels-Smith,0,0,0,0,0,0.0,0.0,0,0,312.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Genesis,Antwi,0,0,0,0,0,0.0,0.0,0,0,276.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Eddie,Nketiah,1,2,35,698,11,134.7,112.2,318,1,0.0,56.1,2,0,3,1.0,59,FWD,1,100.0,1.8,0,2.7,4.25,40.899406
Ben,Chilwell,0,0,2,49,1,15.6,17.0,9,0,202.0,4.2,0,0,1,0.5,46,DEF,1,100.0,0.7,0,0.3,0.31,9.026774
Naouirou,Ahamada,0,0,0,0,0,0.0,0.0,0,0,118.0,0.0,0,0,0,0.1,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Cheick,Doucouré,0,1,19,443,6,25.7,58.6,23,0,169.0,10.8,1,0,1,0.0,48,MID,1,0.0,1.5,0,0.0,0.51,8.7452345
Chris,Richards,0,1,53,1336,17,36.0,310.6,97,2,339.0,44.5,6,0,2,0.2,44,DEF,1,100.0,3.1,0,6.0,0.57,78.45227
Chadi,Riad Dnanou,0,0,1,90,2,1.3,18.2,0,0,0.0,2.0,0,0,0,0.0,43,DEF,1,0.0,1.0,0,0.0,0.02,1.4202721
Nathaniel,Clyne,0,0,16,392,9,36.6,56.8,5,0,0.0,9.7,1,0,1,0.1,43,DEF,1,,1.5,0,0.0,0.14,8.7452345
Malcolm,Ebiowei,0,0,0,0,0,0.0,0.0,0,0,301.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Eberechi,Eze,2,6,86,1925,20,705.4,416.8,513,6,291.0,163.4,8,0,1,7.9,67,MID,1,100.0,3.6,0,3.7,9.32,92.4029
Marc,Guéhi,3,2,101,2430,32,149.1,704.6,176,10,0.0,102.9,9,0,7,8.6,47,DEF,1,100.0,3.7,0,4.0,2.68,101.05052
Dean,Henderson,0,0,106,2520,33,10.0,645.0,4,6,0.0,65.7,9,0,3,13.4,46,GK,1,100.0,3.8,1,6.0,0.03,103.96995
Rob,Holding,0,0,0,0,0,0.0,0.0,0,0,43.0,0.0,0,0,0,0.1,42,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Will,Hughes,0,4,53,1636,22,390.2,289.6,73,3,0.0,75.3,7,0,10,0.0,49,MID,1,0.0,2.2,0,1.7,2.98,46.458656
Daichi,Kamada,0,0,32,972,16,224.1,149.6,105,0,104.0,48.1,3,1,2,0.1,51,MID,1,100.0,1.3,0,1.0,1.85,26.061531
Jefferson,Lerma Solís,0,0,38,1538,19,136.0,242.0,165,0,0.0,54.1,5,0,5,0.0,48,MID,1,100.0,1.7,0,2.0,2.27,37.601067
Jean-Philippe,Mateta,12,2,123,2129,28,357.0,568.6,628,22,317.0,155.2,7,0,2,5.4,75,FWD,1,75.0,4.6,0,4.3,13.57,119.66326
Matheus,França de Oliveira,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.2,44,MID,1,100.0,0.0,0,0.0,0.0,0.7578843
Remi,Matthews,0,0,0,0,0,0.0,0.0,0,0,72.0,0.0,0,0,0,0.5,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Tyrick,Mitchell,0,4,97,2399,31,464.7,490.0,127,4,4.0,108.5,10,0,2,2.0,48,DEF,1,,3.5,0,6.0,4.48,88.045334
Daniel,Muñoz,3,5,112,2344,28,456.2,598.0,397,7,0.0,145.1,9,0,7,15.8,51,DEF,1,100.0,4.1,0,7.7,6.47,112.13844
David,Ozoh,0,0,0,0,0,0.0,0.0,0,0,275.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Jeffrey,Schlupp,0,0,12,95,3,42.9,22.8,46,0,0.0,11.0,0,0,0,0.0,46,MID,0,0.0,1.0,0,0.0,0.31,1.4202721
Joel,Ward,0,0,0,0,0,0.0,0.0,0,0,25.0,0.0,0,0,0,0.1,43,DEF,1,0.0,0.0,0,0.0,0.0,0.7578843
Adam,Wharton,0,0,22,840,11,280.2,182.2,54,0,0.0,51.7,2,0,1,0.1,47,MID,1,100.0,1.7,0,1.7,1.65,34.2476
Matt,Turner,0,0,0,0,0,0.0,0.0,0,0,6.0,0.0,0,0,0,8.8,39,GK,1,100.0,0.0,0,0.0,0.0,0.7578843
Ismaïla,Sarr,7,4,113,1927,23,440.3,512.6,684,12,153.0,163.7,8,0,3,4.2,56,MID,1,100.0,4.0,0,9.7,12.73,120.98029
Franco,Umeh-Chibueze,0,0,0,0,0,0.0,0.0,0,0,58.0,0.0,0,0,0,0.0,44,MID,1,100.0,0.0,0,0.0,0.0,0.7578843
Justin,Devenny,1,0,22,311,4,74.2,87.4,45,1,214.0,20.9,0,0,0,0.1,45,MID,1,,1.6,0,0.7,0.8,23.694252
Asher,Agbinone,0,0,2,4,0,10.6,4.0,1,0,147.0,1.5,0,0,0,0.0,45,MID,0,0.0,1.0,0,0.0,0.03,1.4202721
Kaden,Rodney,0,0,0,0,0,0.0,0.0,0,0,9.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Maxence,Lacroix,1,2,93,2245,28,62.9,526.8,208,9,272.0,79.7,9,0,4,1.0,45,DEF,1,,3.7,0,5.7,3.15,103.4621
Caleb,Kporha,0,0,2,11,1,4.6,8.0,0,0,41.0,1.3,0,0,0,0.0,40,DEF,1,,1.0,0,0.0,0.02,1.4202721
Zach,Marsh,0,0,0,0,0,0.0,0.0,0,0,106.0,0.0,0,0,0,0.3,45,FWD,1,,0.0,0,0.0,0.0,0.7578843
Romain,Esse,1,0,9,8,0,0.3,35.2,35,2,-1.0,7.1,0,0,0,0.1,47,MID,1,,4.5,0,0.3,0.32,56.491814
Oliver,Glasner,0,0,61,0,0,0.0,0.0,0,0,29.0,0.0,0,0,0,10.5,8,AM,1,,0.0,0,16.3,0.0,106.311516
Armando,Broja,0,0,6,166,2,28.9,12.8,31,0,0.0,6.6,0,0,1,0.1,53,FWD,1,100.0,1.0,0,0.3,0.2,9.364901
Abdoulaye,Doucouré,2,1,67,1980,27,303.8,244.2,237,2,87.0,78.1,9,1,2,0.5,51,MID,1,100.0,2.7,0,1.3,4.28,60.393635
Norberto Bercique,Gomes Betuncal,6,0,62,920,17,88.0,277.8,447,9,0.0,80.5,2,0,1,7.6,51,FWD,1,,3.0,0,2.0,5.52,59.53211
Jarrad,Branthwaite,0,1,67,1806,20,41.6,465.6,87,3,299.0,59.5,7,0,3,1.6,48,DEF,1,100.0,3.0,0,2.0,1.0,59.53211
Dominic,Calvert-Lewin,3,2,59,1571,17,124.7,191.0,527,3,232.0,83.6,8,0,2,1.1,54,FWD,1,0.0,2.7,0,0.0,6.68,30.501934
Séamus,Coleman,0,0,3,196,4,1.9,38.0,21,0,345.0,6.2,0,0,1,0.0,43,DEF,1,100.0,1.0,0,0.0,0.63,1.4202721
Idrissa,Gueye,0,3,70,2266,33,266.5,411.8,100,5,25.0,77.8,8,0,6,0.4,48,MID,1,100.0,2.5,0,3.7,2.76,64.309944
James,Garner,0,1,24,858,12,158.7,156.4,34,0,335.0,34.7,2,0,3,0.0,49,MID,1,100.0,2.0,0,2.0,1.11,45.115665
Jack,Harrison,1,2,58,1498,22,391.0,215.6,238,3,295.0,83.8,4,0,0,0.2,52,MID,1,100.0,2.3,0,4.7,5.39,59.893364
Mason,Holgate,0,0,1,5,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,40,DEF,0,0.0,1.0,0,0.0,0.0,1.4202721
Tim,Iroegbunam,0,1,17,468,13,39.6,99.4,32,0,245.0,17.2,0,0,3,0.8,43,MID,1,100.0,1.3,0,0.7,0.37,18.522882
João,Neves Virgínia,0,0,0,0,0,0.0,0.0,0,0,127.0,0.0,0,0,0,0.6,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Michael,Keane,2,0,33,812,17,22.9,221.6,84,3,42.0,33.0,2,0,4,4.1,39,DEF,1,100.0,3.3,0,0.0,0.45,51.8596
Neal,Maupay,0,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0.2,49,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Dwight,McNeil,3,5,65,1140,21,547.4,287.4,169,6,0.0,100.5,4,0,1,1.2,51,MID,1,50.0,5.0,0,0.0,4.82,92.484375
Vitalii,Mykolenko,0,2,85,2362,32,317.8,439.0,66,6,0.0,82.4,8,0,2,8.7,44,DEF,1,75.0,3.1,0,3.3,2.0,77.78997
Iliman,Ndiaye,6,0,81,1874,20,279.4,449.4,333,15,0.0,106.5,11,0,3,0.9,52,FWD,1,0.0,3.4,0,0.0,4.61,64.34627
Nathan,Patterson,0,0,7,124,2,36.9,28.0,8,0,175.0,7.3,0,0,0,0.0,44,DEF,1,100.0,1.0,0,0.0,0.37,1.4202721
Jordan,Pickford,0,1,116,2610,36,20.3,775.6,0,10,0.0,79.4,9,0,6,18.4,51,GK,1,,4.0,2,2.3,0.18,95.69775
James,Tarkowski,1,1,95,2601,36,164.2,763.6,192,7,0.0,112.5,9,0,4,3.7,49,DEF,1,100.0,3.3,0,2.0,3.1,74.27073
Youssef,Ramalho Chermiti,0,0,0,11,0,0.3,2.2,22,0,0.0,2.5,0,0,1,0.0,49,FWD,1,100.0,0.0,0,0.0,0.07,0.7578843
Ashley,Young,1,4,80,1551,22,279.2,363.4,46,8,143.0,69.1,7,1,6,1.9,44,DEF,1,100.0,3.2,0,0.7,2.09,60.674217
