first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,can_select,chance_of_playing_next_round,points_per_game,penalties_saved,form,expected_goal_involvements,Predicted Points
Carlos,Alcaraz Durán,1,1,19,323,3,136.6,111.2,127,3,298.0,37.6,0,0,2,0.1,49,MID,1,100.0,2.7,0,1.0,1.32,49.89224
Jesper,Lindstrøm,0,1,44,1229,14,309.6,214.2,237,0,153.0,76.0,6,0,2,0.1,50,MID,1,,1.8,0,2.7,4.11,40.899406
Jake,O'Brien,2,0,40,848,10,101.3,241.8,81,4,232.0,42.5,2,0,3,0.3,45,DEF,1,,3.3,0,7.3,0.82,72.86894
Harrison,Armstrong,0,0,2,47,1,10.9,1.8,9,0,234.0,2.2,0,0,1,0.1,44,MID,0,0.0,0.7,0,0.0,0.37,1.0821435
Jenson,Metcalfe,0,0,0,0,0,0.0,0.0,0,0,251.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Asmir,Begovic,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.2,40,GK,1,,0.0,0,0.0,0.0,0.7578843
Roman,Dixon,0,0,0,90,4,0.3,15.4,0,0,121.0,1.6,0,0,0,0.1,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Orel,Mangala,1,0,39,1257,10,133.5,172.8,106,0,117.0,41.4,5,0,2,0.0,50,MID,1,0.0,2.1,0,0.0,1.72,25.540716
Callum,Bates,0,0,0,0,0,0.0,0.0,0,0,113.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Martin,Sherif,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.1,45,FWD,1,,0.0,0,0.0,0.0,0.7578843
David,Moyes,0,0,66,0,0,0.0,0.0,0,0,469.0,0.0,0,0,0,10.6,5,AM,1,,0.0,0,4.0,0.0,35.18911
Isaac,Heath,0,0,0,0,0,0.0,0.0,0,0,296.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Coby,Ebere,0,0,0,0,0,0.0,0.0,0,0,200.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Reiss,Nelson,1,1,27,483,9,223.9,131.6,195,2,0.0,55.1,1,0,1,0.0,50,MID,1,0.0,2.2,0,0.0,2.03,27.40109
Emile,Smith Rowe,5,2,95,1722,23,329.5,349.8,326,13,171.0,100.6,7,0,1,8.2,51,MID,1,100.0,3.7,0,1.5,5.72,95.43523
Joachim,Andersen,0,0,41,1863,31,66.7,424.6,80,3,335.0,57.3,4,1,5,3.7,42,DEF,1,100.0,2.0,0,1.8,0.83,41.11519
Adama,Traoré,2,5,73,1396,20,482.1,308.8,382,6,0.0,117.4,3,0,2,1.5,46,MID,1,100.0,2.7,0,2.5,7.64,58.15575
Andreas,Hoelgebaum Pereira,2,6,70,1570,21,702.2,308.6,250,2,23.0,125.9,5,0,7,0.9,49,MID,1,100.0,2.7,0,3.8,6.8,54.192677
Calvin,Bassey,1,0,67,2444,35,68.9,465.4,147,0,368.0,68.1,5,0,5,0.6,45,DEF,1,100.0,2.4,0,2.2,1.26,52.39345
Steven,Benda,0,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0,0,0,0.4,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Tom,Cairney,1,0,22,424,8,160.1,103.8,34,0,152.0,29.8,1,1,2,0.0,48,MID,1,100.0,1.2,0,0.5,1.07,17.849699
Timothy,Castagne,0,1,41,1337,21,154.7,289.0,117,0,6.0,56.2,3,0,1,1.5,42,DEF,1,100.0,2.2,0,2.5,0.85,55.054882
Issa,Diop,0,0,30,1258,17,43.2,245.4,81,0,242.0,36.7,1,0,2,0.2,44,DEF,1,,1.5,0,1.0,0.57,28.135546
Luke,Harris,0,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Alex,Iwobi,7,4,120,2360,32,748.8,624.4,558,12,17.0,193.2,6,0,1,4.7,56,MID,1,,4.1,0,2.8,8.87,101.13156
Bernd,Leno,0,2,94,2610,38,20.0,708.8,0,5,25.0,72.8,5,0,3,2.6,50,GK,1,,3.2,0,4.8,0.02,77.26151
Saša,Lukić,0,2,42,1742,28,358.0,276.2,79,1,1.0,71.3,3,0,10,0.0,48,MID,1,100.0,1.9,0,0.8,1.95,29.516438
Kevin,Mbabu,0,0,0,0,0,0.0,0.0,0,0,182.0,0.0,0,0,0,0.1,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Rodrigo,Muniz Carvalho,6,1,73,799,14,93.4,282.2,399,13,0.0,77.2,2,0,1,1.5,55,FWD,1,100.0,2.6,0,4.5,5.0,62.290462
Raúl,Jiménez,10,3,118,1830,25,256.7,495.8,846,20,0.0,159.6,7,0,3,7.4,55,FWD,1,,4.1,0,3.2,12.06,116.50015
Tim,Ream,0,0,0,0,0,0.0,0.0,0,0,74.0,0.0,0,0,0,0.0,45,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Harrison,Reed,0,0,8,71,3,20.5,12.4,26,0,15.0,5.8,0,0,2,0.0,47,MID,1,100.0,0.8,0,0.2,0.23,5.7998915
Antonee,Robinson,0,10,98,2538,37,608.4,757.8,178,8,0.0,154.6,5,0,7,23.1,50,DEF,1,75.0,3.4,0,2.0,4.1,86.75739
Jay,Stansfield,0,0,1,1,0,0.0,0.0,0,0,57.0,0.0,0,0,0,0.0,50,FWD,0,0.0,1.0,0,0.0,0.0,1.4202721
Kenny,Tete,0,2,37,1262,17,120.9,258.8,115,0,69.0,49.4,2,0,3,0.2,44,DEF,1,50.0,2.5,0,0.0,1.46,31.198643
Carlos Vinícius,Alves Morais,0,0,1,3,0,0.0,4.0,19,0,144.0,2.3,0,0,0,0.3,50,FWD,1,100.0,1.0,0,0.0,0.06,1.4202721
Harry,Wilson,5,2,63,829,13,259.1,252.4,298,6,115.0,80.1,2,0,2,0.2,52,MID,1,50.0,3.3,0,0.0,4.23,51.8596
Ryan,Sessegnon,2,0,20,92,2,26.4,86.4,57,0,-5.0,16.9,0,0,0,0.2,41,DEF,1,100.0,2.9,0,4.0,0.89,67.434006
Jorge,Cuenca Barreno,0,0,6,168,4,0.5,43.6,0,0,174.0,4.3,0,0,0,0.0,44,DEF,1,100.0,1.2,0,0.5,0.0,17.849699
Josh,King,0,0,7,78,0,37.3,21.4,24,0,296.0,8.4,1,0,0,0.1,44,MID,1,,1.4,0,0.0,0.85,5.4901547
Martial,Godo,0,0,1,14,0,0.5,1.0,6,0,3.0,0.8,0,0,0,0.0,44,MID,1,,1.0,0,0.0,0.0,1.4202721
Sander,Berge,0,0,41,1643,21,225.5,266.0,28,2,119.0,51.9,4,0,4,0.0,50,MID,1,100.0,1.9,0,1.5,0.59,44.2757
Samuel,Amissah,0,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Marco Alexandre,Saraiva da Silva,0,0,55,0,0,0.0,0.0,0,0,63.0,0.0,0,0,0,0.6,11,AM,1,,0.0,0,4.8,0.0,29.196869
Willian,Borges da Silva,0,0,7,128,1,47.6,13.4,13,0,0.0,7.5,1,0,0,0.0,50,MID,1,,1.4,0,1.5,0.34,34.306023
Julio,Enciso,0,1,24,554,9,150.8,101.0,231,0,205.0,48.1,2,0,2,0.1,54,MID,1,100.0,1.4,0,1.0,2.22,24.880472
Ali,Al-Hamadi,0,0,8,125,5,25.7,5.6,32,0,21.0,6.0,0,0,3,0.2,47,FWD,0,0.0,0.7,0,0.0,0.39,1.0821435
Elkan,Baggott,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Nathan,Broadhead,0,0,17,445,8,78.3,60.4,108,0,30.0,24.7,1,0,1,0.0,49,MID,1,100.0,1.3,0,1.0,2.12,26.061531
Cameron,Burgess,0,1,15,945,24,43.1,248.4,78,0,284.0,37.0,0,0,0,2.0,38,DEF,1,100.0,1.4,0,0.2,0.96,11.503018
Wes,Burns,0,1,30,922,23,148.5,111.6,66,0,0.0,31.8,1,0,1,0.0,48,MID,1,0.0,1.7,0,0.0,1.67,15.189999
Conor,Chaplin,1,2,33,605,12,120.4,95.6,86,0,0.0,29.7,1,0,1,0.1,51,MID,1,50.0,2.2,0,0.0,1.72,27.40109
Harry,Clarke,0,0,1,377,10,24.4,48.2,35,0,80.0,10.5,0,1,1,0.1,40,DEF,0,0.0,0.1,0,0.0,0.18,1.4319502
Leif,Davis,1,2,51,2461,60,758.8,448.6,128,5,45.0,133.5,2,0,5,1.2,43,DEF,1,100.0,1.8,0,0.8,5.07,29.255331
Liam,Delap,10,2,108,2172,48,265.2,428.4,654,17,38.0,133.9,3,0,9,3.5,56,FWD,1,100.0,3.9,0,1.8,9.64,85.3618
George,Edmundson,0,0,1,1,0,0.0,0.0,0,0,63.0,0.0,0,0,0,0.1,40,DEF,0,0.0,1.0,0,0.0,0.0,1.4202721
Jacob,Greaves,1,0,32,1665,38,39.7,442.4,135,0,124.0,61.8,2,0,4,4.1,39,DEF,1,100.0,1.7,0,0.5,1.39,23.79271
Marcus,Myers-Harness,0,0,2,43,2,1.9,9.4,6,0,180.0,1.7,0,0,0,0.0,49,MID,0,0.0,1.0,0,0.0,0.05,1.4202721
George,Hirst,2,1,30,258,6,40.4,99.8,114,2,27.0,25.3,0,0,1,0.0,54,FWD,1,100.0,1.8,0,2.0,1.2,37.609783
Cameron,Humphreys,0,0,0,0,0,0.0,0.0,0,0,11.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Omari,Giraud-Hutchinson,3,2,77,2225,53,369.9,333.4,354,6,158.0,105.9,3,0,5,0.3,52,MID,1,100.0,2.9,0,3.5,3.98,62.058956
Ben,Johnson,0,1,17,945,27,97.0,182.2,47,0,131.0,32.6,0,0,3,1.9,39,DEF,1,100.0,1.0,0,0.2,1.09,7.4331255
Freddie,Ladapo,0,0,0,0,0,0.0,0.0,0,0,125.0,0.0,0,0,0,0.4,45,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Massimo,Luongo,0,0,9,179,5,5.6,31.2,2,0,109.0,4.0,0,0,0,0.2,44,MID,1,100.0,1.3,0,0.0,0.01,6.6712227
Sam,Morsy,1,1,51,1977,47,251.1,309.2,26,5,29.0,58.5,2,0,8,0.1,48,MID,1,100.0,2.1,0,0.0,1.34,25.540716
Corrie,Ndaba,0,0,0,0,0,0.0,0.0,0,0,-11.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Cieran,Slicker,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.6,39,GK,1,,0.0,0,0.0,0.0,0.7578843
Jack,Taylor,1,0,27,478,9,86.5,101.2,68,1,243.0,25.6,0,0,3,0.0,48,MID,1,100.0,1.2,0,1.0,1.3,28.637299
Axel,Tuanzebe,0,1,19,1095,24,67.1,193.2,21,0,186.0,28.1,1,1,3,1.4,39,DEF,1,0.0,1.4,0,1.0,0.32,24.880472
Christian,Walton,0,0,14,540,16,10.0,139.4,0,2,14.0,14.9,1,0,0,0.2,43,GK,1,100.0,2.3,0,0.0,0.0,23.04055
Luke,Woolfenden,0,0,16,1007,23,6.1,211.6,8,0,152.0,22.7,1,0,2,1.3,39,DEF,1,,1.2,0,0.5,0.05,17.849699
Kalvin,Phillips,0,0,25,1201,30,114.7,174.2,37,0,0.0,32.5,1,1,4,0.1,48,MID,1,100.0,1.5,0,1.0,0.9,28.135546
Arijanet,Muric,0,0,49,1620,33,0.0,531.2,0,5,29.0,53.1,1,0,1,0.6,44,GK,1,100.0,2.7,0,0.0,0.01,30.501934
Jaden,Philogene,2,0,35,782,21,98.2,159.0,185,3,32.0,43.5,2,1,2,0.1,53,MID,1,100.0,1.9,0,5.5,2.69,48.400936
Conor,Townsend,0,0,4,136,3,42.6,53.8,2,0,61.0,9.9,0,0,0,0.6,39,DEF,1,,1.3,0,0.0,0.15,6.6712227
Sam,Szmodics,4,0,53,976,17,81.6,211.4,263,2,118.0,55.1,2,0,2,0.2,57,MID,1,0.0,2.8,0,0.2,3.88,40.278736
Jens,Cajuste,1,0,46,1435,35,136.7,183.6,39,2,127.0,35.6,1,0,2,0.1,45,MID,1,100.0,2.1,0,3.5,0.71,54.596863
Dara,O'Shea,0,1,36,2312,55,45.0,612.6,151,1,0.0,80.8,2,0,6,1.4,39,DEF,1,100.0,1.4,0,1.2,1.11,21.288895
Jack,Clarke,0,4,43,855,25,240.3,178.8,113,0,163.0,53.0,1,0,2,0.0,54,MID,1,,1.8,0,3.2,1.88,57.720226
Chiedozie,Ogbene,0,0,7,237,3,30.2,22.8,12,0,0.0,6.4,0,0,0,0.0,48,MID,1,0.0,1.4,0,0.0,0.05,5.4901547
Ben,Godfrey,0,0,-1,108,7,2.3,8.8,2,0,125.0,1.3,0,0,1,0.0,40,DEF,1,,-0.5,0,-0.2,0.02,0.7578843
Kieran,McKenna,0,0,16,0,0,0.0,0.0,0,0,152.0,0.0,0,0,0,0.2,5,AM,1,,0.0,0,1.2,0.0,16.556614
Alex,Palmer,0,0,9,450,13,10.0,152.4,0,0,0.0,16.1,0,0,0,0.1,45,GK,1,,1.8,0,1.2,0.0,30.997438
Facundo,Buonanotte,4,2,63,1312,29,365.4,359.4,260,4,202.0,98.2,2,0,7,0.5,46,MID,1,100.0,2.5,0,1.3,5.62,61.09035
Jordan,Ayew,4,0,58,1312,36,238.2,238.2,271,3,66.0,74.7,2,0,6,0.2,51,MID,1,100.0,2.3,0,0.3,4.57,30.985184
Odsonne,Edouard,0,0,7,141,3,25.0,5.0,50,0,204.0,8.0,0,0,0,0.2,51,FWD,1,100.0,1.2,0,0.0,0.46,9.246977
Boubakary,Soumaré,0,0,32,1559,41,215.8,221.8,38,0,84.0,47.6,0,0,8,0.3,44,MID,1,100.0,1.5,0,2.0,1.07,31.156324
Tom,Cannon,0,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0,0,0,0.3,45,FWD,0,0.0,0.0,0,0.0,0.0,0.7578843
Hamza,Choudhury,0,0,4,129,5,30.4,33.8,6,0,0.0,7.0,0,0,0,1.4,44,MID,0,0.0,1.0,0,0.0,0.19,1.4202721
Conor,Coady,0,0,12,902,27,26.3,200.2,6,0,44.0,23.3,0,0,1,0.3,40,DEF,1,100.0,0.9,0,1.0,0.47,21.697517
Patson,Daka,1,0,25,450,10,24.4,66.8,92,2,12.0,17.7,0,0,0,0.6,48,FWD,1,100.0,1.6,0,1.7,0.82,30.9002
Bobby,De Cordova-Reid,1,4,43,628,16,83.5,98.4,63,2,319.0,24.6,0,0,2,0.1,52,MID,1,100.0,2.1,0,1.0,0.89,44.931007
Wout,Faes,1,0,35,2092,50,65.3,522.0,103,0,83.0,69.1,1,0,3,5.9,39,DEF,1,100.0,1.3,0,1.3,1.54,36.562935
Michael,Golding,0,0,0,0,0,0.0,0.0,0,0,-5.0,0.0,0,0,0,0.2,44,MID,1,,0.0,0,0.0,0.0,0.7578843
Mads,Hermansen,0,0,54,1935,47,0.2,690.2,0,1,248.0,69.1,1,0,0,0.4,44,GK,1,100.0,2.5,1,4.0,0.02,65.62985
Daniel,Iversen,0,0,0,0,0,0.0,0.0,0,0,90.0,0.0,0,0,0,0.8,39,GK,1,,0.0,0,0.0,0.0,0.7578843
James,Justin,2,1,48,2274,55,214.2,475.0,194,2,125.0,88.7,1,0,3,1.2,41,DEF,1,100.0,1.8,0,1.3,2.06,45.090424
Victor,Kristiansen,0,1,32,2276,55,340.0,487.4,36,0,3.0,86.1,1,0,1,0.1,44,DEF,1,100.0,1.2,0,1.3,1.8,39.138695
Wanya,Marçal-Madivádua,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Stephy,Mavididi,3,1,60,1387,35,333.8,284.8,261,3,194.0,87.7,1,0,2,0.3,50,MID,1,,2.2,0,1.0,4.73,46.79137
Kasey,McAteer,0,1,19,388,9,71.1,65.8,69,0,0.0,20.4,1,0,1,0.0,47,MID,1,100.0,1.6,0,0.3,0.77,19.787222
Wilfred,Ndidi,0,4,46,1646,35,188.9,392.4,237,1,0.0,81.7,1,0,5,0.2,49,MID,1,100.0,2.3,0,1.7,2.97,42.098133
Caleb,Okoli,0,0,19,1001,24,12.8,261.6,38,1,3.0,31.3,1,0,3,0.5,40,DEF,1,100.0,1.2,0,0.0,0.27,9.246977
Ricardo,Barbosa Pereira,0,0,3,152,4,8.2,21.6,11,0,0.0,4.1,0,0,1,0.1,41,DEF,1,100.0,1.0,0,0.3,0.08,9.364901
Harry,Souttar,0,0,0,0,0,0.0,0.0,0,0,229.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Jakub,Stolarczyk,0,0,10,540,12,0.0,140.8,0,0,428.0,14.1,0,0,1,0.5,40,GK,1,100.0,1.7,0,0.0,0.0,15.189999
Luke,Thomas,0,0,5,362,10,18.7,81.8,12,0,0.0,11.2,0,0,0,1.6,39,DEF,1,,1.0,0,1.3,0.12,31.311966
Jamie,Vardy,7,4,100,2226,56,247.3,400.0,625,13,47.0,127.0,1,0,4,4.8,53,FWD,1,100.0,3.7,0,2.0,11.74,89.030396
Jannik,Vestergaard,0,0,11,1390,35,46.6,321.0,53,0,0.0,42.4,0,0,5,1.7,39,DEF,1,100.0,0.6,0,-0.3,0.19,3.193791
Danny,Ward,0,0,2,135,6,0.0,35.4,0,0,198.0,3.6,0,0,0,2.1,39,GK,1,,1.0,0,0.0,0.0,1.4202721
Harry,Winks,0,2,40,1536,34,319.6,272.8,37,0,176.0,63.2,0,0,4,5.3,44,MID,1,100.0,1.8,0,1.0,1.76,34.589027
Oliver,Skipp,0,0,19,770,22,120.1,87.0,26,0,0.0,23.4,1,0,4,0.0,47,MID,1,,1.2,0,0.0,0.41,9.246977
Abdul,Fatawu,0,2,26,576,14,104.3,147.6,148,3,40.0,40.1,0,0,0,0.2,51,MID,1,0.0,2.4,0,0.0,1.83,29.405281
Will,Alves,0,0,1,1,0,0.3,0.0,0,0,30.0,0.0,0,0,0,0.1,44,MID,0,0.0,1.0,0,0.0,0.0,1.4202721
Ben,Nelson,0,0,0,0,0,0.0,0.0,0,0,401.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Bilal,El Khannouss,2,1,57,1522,42,377.6,257.4,113,5,83.0,74.7,1,0,3,0.2,48,MID,1,,2.4,0,1.7,2.39,48.462887
Henry,Cartwright,0,0,0,0,0,0.0,0.0,0,0,351.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Thomas,Wilson-Brown,0,0,0,0,0,0.0,0.0,0,0,253.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Woyo,Coulibaly,0,0,1,107,6,3.4,24.4,24,0,127.0,5.2,0,0,1,0.0,40,DEF,1,,0.2,0,0.0,0.08,1.3674604
Ruud,van Nistelrooij,0,0,8,0,0,0.0,0.0,0,0,269.0,0.0,0,0,0,0.3,5,AM,1,,0.0,0,0.0,0.0,0.7578843
Alisson,Ramses Becker,0,0,90,1878,18,13.0,406.2,0,9,333.0,41.8,9,0,0,9.8,56,GK,1,75.0,4.3,0,5.7,0.2,113.44815
Trent,Alexander-Arnold,2,6,135,2144,21,792.6,661.0,232,13,742.0,168.3,12,0,4,26.1,74,DEF,1,25.0,4.8,0,4.7,8.07,125.15865
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0,0,320.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Conor,Bradley,0,0,16,364,5,23.7,53.6,104,0,0.0,18.1,1,0,2,0.2,47,DEF,1,0.0,1.3,0,0.0,0.75,6.6712227
Bobby,Clark,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Darwin,Núñez Ribeiro,5,3,60,957,17,112.4,248.2,353,6,0.0,70.8,2,0,7,2.0,70,FWD,1,100.0,2.6,0,3.7,5.26,65.54695
Diogo,Teixeira da Silva,5,4,72,835,7,137.7,252.2,412,4,22.0,79.8,6,0,1,2.6,72,MID,1,100.0,4.0,0,1.3,7.22,95.27291
Ben,Doak,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,0,0.0,0.0,0,0.0,0.0,0.7578843
Harvey,Elliott,0,1,14,121,1,63.4,39.6,45,0,284.0,14.9,0,0,0,0.2,52,MID,1,100.0,1.3,0,0.7,0.58,18.522882
Endo,Wataru,0,0,14,137,1,17.7,28.2,4,0,338.0,4.9,0,0,0,0.1,46,MID,1,,1.0,0,1.0,0.04,20.810583
Cody,Gakpo,8,4,96,1400,14,401.4,472.2,504,15,116.0,137.9,5,0,4,6.7,74,FWD,1,100.0,3.7,0,0.7,8.63,78.471
Joe,Gomez,0,0,14,517,8,38.5,130.4,58,0,388.0,22.8,1,0,1,0.4,47,DEF,1,0.0,1.6,0,0.0,0.42,11.842586
Ryan,Gravenberch,0,2,71,2471,24,396.7,425.0,85,1,4.0,90.9,12,0,5,0.7,50,MID,1,75.0,2.4,0,2.7,3.91,55.10598
Curtis,Jones,3,5,70,1159,17,242.9,311.0,319,4,6.0,86.8,4,1,1,0.3,53,MID,1,100.0,2.9,0,1.7,4.87,52.060383
Caoimhin,Kelleher,0,0,37,720,9,0.0,196.8,0,1,0.0,19.7,3,0,0,1.1,40,GK,1,,4.6,1,0.0,0.0,79.488655
Ibrahima,Konaté,1,2,82,1894,17,136.1,459.0,87,1,0.0,68.5,9,0,5,7.1,52,DEF,1,100.0,3.6,0,4.7,1.89,96.14443
Luis,Díaz,9,6,138,1845,14,522.5,537.8,702,15,0.0,176.1,13,0,2,15.3,75,MID,1,100.0,4.9,0,5.7,10.73,136.28116
Mohamed,Salah,27,17,306,2570,27,923.1,1436.6,1669,51,2.0,402.7,12,0,1,69.4,137,MID,1,,10.6,0,11.7,28.39,250.98755
Alexis,Mac Allister,3,4,87,2110,17,525.1,469.4,286,3,0.0,127.9,12,0,6,1.7,62,MID,1,100.0,3.1,0,4.0,6.23,72.54758
James,McConnell,0,0,0,0,0,0.0,0.0,0,0,235.0,0.0,0,0,0,0.1,44,MID,1,100.0,0.0,0,0.0,0.0,0.7578843
Tyler,Morton,0,0,0,0,0,0.0,0.0,0,0,115.0,0.0,0,0,0,0.1,44,MID,1,0.0,0.0,0,0.0,0.0,0.7578843
Nathaniel,Phillips,0,0,0,0,0,0.0,0.0,0,0,382.0,0.0,0,0,0,0.1,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Jarell,Quansah,0,0,9,286,5,6.3,75.6,6,0,0.0,8.9,0,0,1,1.2,39,DEF,1,100.0,0.9,0,1.0,0.14,21.697517
Rhys,Williams,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,0,0.0,0.0,0,0.0,0.0,0.7578843
Andrew,Robertson,0,0,76,2014,24,599.3,333.0,148,3,300.0,107.9,9,1,3,4.0,58,DEF,1,,2.8,0,2.3,4.27,64.58246
Dominik,Szoboszlai,5,7,111,1948,19,589.2,439.0,503,13,258.0,153.1,10,0,6,3.8,64,MID,1,100.0,4.1,0,8.3,10.66,115.720924
Konstantinos,Tsimikas,0,1,32,509,3,130.4,136.6,35,1,188.0,30.4,3,0,2,0.2,46,DEF,1,100.0,2.3,0,2.3,1.22,53.357098
Virgil,van Dijk,1,1,108,2610,27,167.1,683.2,232,4,382.0,108.1,12,0,3,21.7,64,DEF,1,,3.7,0,5.0,2.28,102.54035
Federico,Chiesa,0,0,3,25,1,1.8,0.8,15,0,141.0,1.7,0,0,0,0.2,68,MID,1,100.0,1.0,0,0.0,0.25,1.4202721
Vítezslav,Jaros,0,0,1,11,0,0.0,8.8,0,0,336.0,0.9,0,0,0,0.1,40,GK,1,,1.0,0,0.0,0.0,1.4202721
Harvey,Davies,0,0,0,0,0,0.0,0.0,0,0,641.0,0.0,0,0,0,0.0,40,GK,1,,0.0,0,0.0,0.0,0.7578843
Treymaurice,Nyoni,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,45,MID,1,,0.0,0,0.0,0.0,0.7578843
Amara,Nallo,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,40,DEF,1,,0.0,0,0.0,0.0,0.7578843
Jayden,Danns,0,0,1,10,1,0.3,0.0,0,0,358.0,0.0,0,0,0,0.0,45,FWD,0,0.0,1.0,0,0.0,0.01,1.4202721
Arne,Slot,0,0,67,0,0,0.0,0.0,0,0,198.0,0.0,0,0,0,24.6,15,AM,1,,0.0,0,9.7,0.0,56.35704
Manuel,Akanji,0,0,44,1707,27,231.8,291.8,56,1,186.0,58.0,4,0,3,2.3,53,DEF,1,0.0,2.2,0,0.0,1.79,27.40109
Nathan,Aké,0,0,25,677,11,33.7,104.6,20,0,35.0,15.9,3,0,0,0.8,53,DEF,1,0.0,2.5,0,0.2,0.39,37.21149
Bernardo,Veiga de Carvalho e Silva,2,4,76,2037,35,613.9,422.2,461,7,109.0,149.8,4,0,5,2.6,61,MID,1,100.0,2.9,0,1.0,6.46,52.3931
